Table name,State,District,Area Name,Last residence,Last residence,Place of enumeration,Total migrants,Total migrants (M),Total migrants (F),Less than 1 year,Less than 1 year(M),Less than 1 year(F),1-4 years,1-4 years(M),1-4 years(F),5-9 years,5-9 years(M),5-9 years(F),10-19 years,10-19 years(M),10-19 years(F),20+ years,20+ years(M),20+ years(F),Duration not stated,Duration not stated(M),Duration not stated(F)
,,,,,Total/Rural/Urban/Country,Total/Rural/Urban,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
D0302,7,94,New Delhi,Uttarakhand,Rural,Total,"4,424","2,438","1,986",129,62,67,546,285,261,645,342,303,"1,142",596,546,"1,855","1,096",759,107,57,50
D0302,7,94,New Delhi,Uttarakhand,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Uttarakhand,Rural,Urban,"4,424","2,438","1,986",129,62,67,546,285,261,645,342,303,"1,142",596,546,"1,855","1,096",759,107,57,50
D0302,7,94,New Delhi,Uttarakhand,Urban,Total,"1,477",749,728,130,79,51,297,148,149,210,108,102,374,184,190,376,187,189,90,43,47
D0302,7,94,New Delhi,Uttarakhand,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Uttarakhand,Urban,Urban,"1,477",749,728,130,79,51,297,148,149,210,108,102,374,184,190,376,187,189,90,43,47
D0302,7,94,New Delhi,Haryana,Total,Total,"3,149","1,627","1,522",180,84,96,729,354,375,443,228,215,623,339,284,902,477,425,272,145,127
D0302,7,94,New Delhi,Haryana,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Haryana,Total,Urban,"3,149","1,627","1,522",180,84,96,729,354,375,443,228,215,623,339,284,902,477,425,272,145,127
D0302,7,94,New Delhi,Haryana,Rural,Total,"1,293",723,570,50,24,26,261,138,123,153,83,70,299,180,119,485,272,213,45,26,19
D0302,7,94,New Delhi,Haryana,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Haryana,Rural,Urban,"1,293",723,570,50,24,26,261,138,123,153,83,70,299,180,119,485,272,213,45,26,19
D0302,7,94,New Delhi,Haryana,Urban,Total,"1,659",793,866,128,59,69,449,207,242,284,144,140,313,153,160,393,195,198,92,35,57
D0302,7,94,New Delhi,Haryana,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Haryana,Urban,Urban,"1,659",793,866,128,59,69,449,207,242,284,144,140,313,153,160,393,195,198,92,35,57
D0302,7,94,New Delhi,NCT of Delhi,Total,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Total,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Rural,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Rural,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Urban,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,NCT of Delhi,Urban,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Rajasthan,Total,Total,"2,730","1,531","1,199",150,77,73,664,364,300,408,229,179,491,275,216,800,464,336,217,122,95
D0302,7,94,New Delhi,Rajasthan,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Rajasthan,Total,Urban,"2,730","1,531","1,199",150,77,73,664,364,300,408,229,179,491,275,216,800,464,336,217,122,95
D0302,7,94,New Delhi,Rajasthan,Rural,Total,"1,421",865,556,61,36,25,257,148,109,212,125,87,323,191,132,515,335,180,53,30,23
D0302,7,94,New Delhi,Rajasthan,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Rajasthan,Rural,Urban,"1,421",865,556,61,36,25,257,148,109,212,125,87,323,191,132,515,335,180,53,30,23
D0302,7,94,New Delhi,Rajasthan,Urban,Total,"1,152",564,588,85,40,45,396,209,187,182,94,88,161,79,82,262,113,149,66,29,37
D0302,7,94,New Delhi,Rajasthan,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Rajasthan,Urban,Urban,"1,152",564,588,85,40,45,396,209,187,182,94,88,161,79,82,262,113,149,66,29,37
D0302,7,94,New Delhi,Uttar Pradesh,Total,Total,"21,797","11,962","9,835",985,523,462,"3,525","1,844","1,681","3,117","1,664","1,453","5,172","2,857","2,315","7,406","4,272","3,134","1,592",802,790
D0302,7,94,New Delhi,Uttar Pradesh,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Uttar Pradesh,Total,Urban,"21,797","11,962","9,835",985,523,462,"3,525","1,844","1,681","3,117","1,664","1,453","5,172","2,857","2,315","7,406","4,272","3,134","1,592",802,790
D0302,7,94,New Delhi,Uttar Pradesh,Rural,Total,"13,560","8,007","5,553",504,300,204,"1,722",995,727,"1,971","1,110",861,"3,803","2,209","1,594","5,093","3,166","1,927",467,227,240
D0302,7,94,New Delhi,Uttar Pradesh,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Uttar Pradesh,Rural,Urban,"13,560","8,007","5,553",504,300,204,"1,722",995,727,"1,971","1,110",861,"3,803","2,209","1,594","5,093","3,166","1,927",467,227,240
D0302,7,94,New Delhi,Uttar Pradesh,Urban,Total,"6,884","3,217","3,667",454,211,243,"1,700",791,909,"1,067",509,558,"1,202",563,639,"2,086",982,"1,104",375,161,214
D0302,7,94,New Delhi,Uttar Pradesh,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Uttar Pradesh,Urban,Urban,"6,884","3,217","3,667",454,211,243,"1,700",791,909,"1,067",509,558,"1,202",563,639,"2,086",982,"1,104",375,161,214
D0302,7,94,New Delhi,Bihar,Total,Total,"7,881","5,153","2,728",568,423,145,"1,453",931,522,"1,438",930,508,"2,055","1,342",713,"1,854","1,226",628,513,301,212
D0302,7,94,New Delhi,Bihar,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Bihar,Total,Urban,"7,881","5,153","2,728",568,423,145,"1,453",931,522,"1,438",930,508,"2,055","1,342",713,"1,854","1,226",628,513,301,212
D0302,7,94,New Delhi,Bihar,Rural,Total,"5,767","3,945","1,822",416,323,93,983,665,318,"1,072",722,350,"1,674","1,132",542,"1,486","1,020",466,136,83,53
D0302,7,94,New Delhi,Bihar,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Bihar,Rural,Urban,"5,767","3,945","1,822",416,323,93,983,665,318,"1,072",722,350,"1,674","1,132",542,"1,486","1,020",466,136,83,53
D0302,7,94,New Delhi,Bihar,Urban,Total,"1,559",880,679,130,84,46,419,236,183,305,168,137,303,165,138,318,179,139,84,48,36
D0302,7,94,New Delhi,Bihar,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Bihar,Urban,Urban,"1,559",880,679,130,84,46,419,236,183,305,168,137,303,165,138,318,179,139,84,48,36
D0302,7,94,New Delhi,Sikkim,Total,Total,49,35,14,2,1,1,22,17,5,7,5,2,3,1,2,11,7,4,4,4,0
D0302,7,94,New Delhi,Sikkim,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Sikkim,Total,Urban,49,35,14,2,1,1,22,17,5,7,5,2,3,1,2,11,7,4,4,4,0
D0302,7,94,New Delhi,Sikkim,Rural,Total,17,11,6,1,0,1,9,6,3,0,0,0,2,1,1,3,2,1,2,2,0
D0302,7,94,New Delhi,Sikkim,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Sikkim,Rural,Urban,17,11,6,1,0,1,9,6,3,0,0,0,2,1,1,3,2,1,2,2,0
D0302,7,94,New Delhi,Sikkim,Urban,Total,29,21,8,1,1,0,12,10,2,7,5,2,1,0,1,8,5,3,0,0,0
D0302,7,94,New Delhi,Sikkim,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Sikkim,Urban,Urban,29,21,8,1,1,0,12,10,2,7,5,2,1,0,1,8,5,3,0,0,0
D0302,7,94,New Delhi,Arunachal Pradesh,Total,Total,95,56,39,16,11,5,41,23,18,8,6,2,21,10,11,5,3,2,4,3,1
D0302,7,94,New Delhi,Arunachal Pradesh,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Arunachal Pradesh,Total,Urban,95,56,39,16,11,5,41,23,18,8,6,2,21,10,11,5,3,2,4,3,1
D0302,7,94,New Delhi,Arunachal Pradesh,Rural,Total,8,4,4,1,1,0,4,2,2,0,0,0,2,0,2,0,0,0,1,1,0
D0302,7,94,New Delhi,Arunachal Pradesh,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Arunachal Pradesh,Rural,Urban,8,4,4,1,1,0,4,2,2,0,0,0,2,0,2,0,0,0,1,1,0
D0302,7,94,New Delhi,Arunachal Pradesh,Urban,Total,86,51,35,15,10,5,37,21,16,8,6,2,19,10,9,5,3,2,2,1,1
D0302,7,94,New Delhi,Arunachal Pradesh,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Arunachal Pradesh,Urban,Urban,86,51,35,15,10,5,37,21,16,8,6,2,19,10,9,5,3,2,2,1,1
D0302,7,94,New Delhi,Nagaland,Total,Total,72,47,25,2,1,1,33,24,9,16,7,9,11,8,3,4,3,1,6,4,2
D0302,7,94,New Delhi,Nagaland,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Nagaland,Total,Urban,72,47,25,2,1,1,33,24,9,16,7,9,11,8,3,4,3,1,6,4,2
D0302,7,94,New Delhi,Nagaland,Rural,Total,19,12,7,0,0,0,10,6,4,4,2,2,4,3,1,1,1,0,0,0,0
D0302,7,94,New Delhi,Nagaland,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Nagaland,Rural,Urban,19,12,7,0,0,0,10,6,4,4,2,2,4,3,1,1,1,0,0,0,0
D0302,7,94,New Delhi,Nagaland,Urban,Total,49,33,16,2,1,1,23,18,5,12,5,7,7,5,2,3,2,1,2,2,0
D0302,7,94,New Delhi,Nagaland,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Nagaland,Urban,Urban,49,33,16,2,1,1,23,18,5,12,5,7,7,5,2,3,2,1,2,2,0
D0302,7,94,New Delhi,Manipur,Total,Total,187,83,104,13,6,7,68,31,37,41,16,25,38,18,20,12,5,7,15,7,8
D0302,7,94,New Delhi,Manipur,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Manipur,Total,Urban,187,83,104,13,6,7,68,31,37,41,16,25,38,18,20,12,5,7,15,7,8
D0302,7,94,New Delhi,Manipur,Rural,Total,56,26,30,2,2,0,22,11,11,14,4,10,12,6,6,5,2,3,1,1,0
D0302,7,94,New Delhi,Manipur,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Manipur,Rural,Urban,56,26,30,2,2,0,22,11,11,14,4,10,12,6,6,5,2,3,1,1,0
D0302,7,94,New Delhi,Manipur,Urban,Total,117,51,66,11,4,7,43,18,25,26,11,15,25,12,13,7,3,4,5,3,2
D0302,7,94,New Delhi,Manipur,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Manipur,Urban,Urban,117,51,66,11,4,7,43,18,25,26,11,15,25,12,13,7,3,4,5,3,2
D0302,7,94,New Delhi,Mizoram,Total,Total,41,18,23,2,1,1,19,9,10,13,6,7,6,2,4,1,0,1,0,0,0
D0302,7,94,New Delhi,Mizoram,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Mizoram,Total,Urban,41,18,23,2,1,1,19,9,10,13,6,7,6,2,4,1,0,1,0,0,0
D0302,7,94,New Delhi,Mizoram,Rural,Total,8,3,5,0,0,0,2,1,1,5,2,3,0,0,0,1,0,1,0,0,0
D0302,7,94,New Delhi,Mizoram,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Mizoram,Rural,Urban,8,3,5,0,0,0,2,1,1,5,2,3,0,0,0,1,0,1,0,0,0
D0302,7,94,New Delhi,Mizoram,Urban,Total,32,15,17,1,1,0,17,8,9,8,4,4,6,2,4,0,0,0,0,0,0
D0302,7,94,New Delhi,Mizoram,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Mizoram,Urban,Urban,32,15,17,1,1,0,17,8,9,8,4,4,6,2,4,0,0,0,0,0,0
D0302,7,94,New Delhi,Tripura,Total,Total,44,25,19,6,3,3,17,9,8,9,6,3,9,4,5,1,1,0,2,2,0
D0302,7,94,New Delhi,Tripura,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Tripura,Total,Urban,44,25,19,6,3,3,17,9,8,9,6,3,9,4,5,1,1,0,2,2,0
D0302,7,94,New Delhi,Tripura,Rural,Total,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
D0302,7,94,New Delhi,Tripura,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Tripura,Rural,Urban,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
D0302,7,94,New Delhi,Tripura,Urban,Total,41,24,17,6,3,3,17,9,8,8,6,2,8,4,4,1,1,0,1,1,0
D0302,7,94,New Delhi,Tripura,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Tripura,Urban,Urban,41,24,17,6,3,3,17,9,8,8,6,2,8,4,4,1,1,0,1,1,0
D0302,7,94,New Delhi,Meghalaya,Total,Total,169,74,95,9,2,7,53,23,30,31,16,15,36,15,21,26,15,11,14,3,11
D0302,7,94,New Delhi,Meghalaya,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Meghalaya,Total,Urban,169,74,95,9,2,7,53,23,30,31,16,15,36,15,21,26,15,11,14,3,11
D0302,7,94,New Delhi,Meghalaya,Rural,Total,26,12,14,1,0,1,7,4,3,2,1,1,1,0,1,15,7,8,0,0,0
D0302,7,94,New Delhi,Meghalaya,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Meghalaya,Rural,Urban,26,12,14,1,0,1,7,4,3,2,1,1,1,0,1,15,7,8,0,0,0
D0302,7,94,New Delhi,Meghalaya,Urban,Total,138,59,79,8,2,6,46,19,27,29,15,14,35,15,20,11,8,3,9,0,9
D0302,7,94,New Delhi,Meghalaya,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Meghalaya,Urban,Urban,138,59,79,8,2,6,46,19,27,29,15,14,35,15,20,11,8,3,9,0,9
D0302,7,94,New Delhi,Assam,Total,Total,713,405,308,50,30,20,285,167,118,150,75,75,121,66,55,82,53,29,25,14,11
D0302,7,94,New Delhi,Assam,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Assam,Total,Urban,713,405,308,50,30,20,285,167,118,150,75,75,121,66,55,82,53,29,25,14,11
D0302,7,94,New Delhi,Assam,Rural,Total,254,147,107,21,12,9,79,41,38,52,34,18,49,23,26,51,36,15,2,1,1
D0302,7,94,New Delhi,Assam,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Assam,Rural,Urban,254,147,107,21,12,9,79,41,38,52,34,18,49,23,26,51,36,15,2,1,1
D0302,7,94,New Delhi,Assam,Urban,Total,434,244,190,27,17,10,204,125,79,94,39,55,67,41,26,31,17,14,11,5,6
D0302,7,94,New Delhi,Assam,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Assam,Urban,Urban,434,244,190,27,17,10,204,125,79,94,39,55,67,41,26,31,17,14,11,5,6
D0302,7,94,New Delhi,West Bengal,Total,Total,"2,738","1,494","1,244",338,215,123,738,411,327,476,249,227,472,260,212,527,270,257,187,89,98
D0302,7,94,New Delhi,West Bengal,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,West Bengal,Total,Urban,"2,738","1,494","1,244",338,215,123,738,411,327,476,249,227,472,260,212,527,270,257,187,89,98
D0302,7,94,New Delhi,West Bengal,Rural,Total,"1,006",632,374,213,151,62,251,176,75,195,107,88,178,102,76,131,77,54,38,19,19
D0302,7,94,New Delhi,West Bengal,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,West Bengal,Rural,Urban,"1,006",632,374,213,151,62,251,176,75,195,107,88,178,102,76,131,77,54,38,19,19
D0302,7,94,New Delhi,West Bengal,Urban,Total,"1,577",781,796,113,54,59,465,224,241,270,137,133,284,152,132,389,191,198,56,23,33
D0302,7,94,New Delhi,West Bengal,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,West Bengal,Urban,Urban,"1,577",781,796,113,54,59,465,224,241,270,137,133,284,152,132,389,191,198,56,23,33
D0302,7,94,New Delhi,Jharkhand,Total,Total,941,460,481,73,34,39,222,105,117,187,95,92,242,122,120,129,70,59,88,34,54
D0302,7,94,New Delhi,Jharkhand,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Jharkhand,Total,Urban,941,460,481,73,34,39,222,105,117,187,95,92,242,122,120,129,70,59,88,34,54
D0302,7,94,New Delhi,Jharkhand,Rural,Total,390,203,187,26,15,11,86,43,43,75,45,30,111,57,54,76,38,38,16,5,11
D0302,7,94,New Delhi,Jharkhand,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Jharkhand,Rural,Urban,390,203,187,26,15,11,86,43,43,75,45,30,111,57,54,76,38,38,16,5,11
D0302,7,94,New Delhi,Jharkhand,Urban,Total,482,229,253,46,19,27,126,60,66,108,49,59,125,61,64,51,31,20,26,9,17
D0302,7,94,New Delhi,Jharkhand,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Jharkhand,Urban,Urban,482,229,253,46,19,27,126,60,66,108,49,59,125,61,64,51,31,20,26,9,17
D0302,7,94,New Delhi,Odisha,Total,Total,"1,137",643,494,89,51,38,279,156,123,196,101,95,253,144,109,238,146,92,82,45,37
D0302,7,94,New Delhi,Odisha,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Odisha,Total,Urban,"1,137",643,494,89,51,38,279,156,123,196,101,95,253,144,109,238,146,92,82,45,37
D0302,7,94,New Delhi,Odisha,Rural,Total,647,379,268,38,21,17,122,76,46,127,69,58,175,100,75,174,109,65,11,4,7
D0302,7,94,New Delhi,Odisha,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Odisha,Rural,Urban,647,379,268,38,21,17,122,76,46,127,69,58,175,100,75,174,109,65,11,4,7
D0302,7,94,New Delhi,Odisha,Urban,Total,427,227,200,49,30,19,152,78,74,65,30,35,72,38,34,60,34,26,29,17,12
D0302,7,94,New Delhi,Odisha,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Odisha,Urban,Urban,427,227,200,49,30,19,152,78,74,65,30,35,72,38,34,60,34,26,29,17,12
D0302,7,94,New Delhi,Chhattisgarh,Total,Total,794,426,368,53,24,29,151,75,76,131,65,66,221,114,107,202,122,80,36,26,10
D0302,7,94,New Delhi,Chhattisgarh,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Chhattisgarh,Total,Urban,794,426,368,53,24,29,151,75,76,131,65,66,221,114,107,202,122,80,36,26,10
D0302,7,94,New Delhi,Chhattisgarh,Rural,Total,675,372,303,36,17,19,109,58,51,117,60,57,211,108,103,178,112,66,24,17,7
D0302,7,94,New Delhi,Chhattisgarh,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Chhattisgarh,Rural,Urban,675,372,303,36,17,19,109,58,51,117,60,57,211,108,103,178,112,66,24,17,7
D0302,7,94,New Delhi,Chhattisgarh,Urban,Total,103,44,59,16,6,10,39,15,24,13,5,8,9,6,3,20,9,11,6,3,3
D0302,7,94,New Delhi,Chhattisgarh,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Chhattisgarh,Urban,Urban,103,44,59,16,6,10,39,15,24,13,5,8,9,6,3,20,9,11,6,3,3
D0302,7,94,New Delhi,Madhya Pradesh,Total,Total,"2,196","1,160","1,036",275,177,98,532,280,252,393,213,180,425,207,218,431,218,213,140,65,75
D0302,7,94,New Delhi,Madhya Pradesh,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Madhya Pradesh,Total,Urban,"2,196","1,160","1,036",275,177,98,532,280,252,393,213,180,425,207,218,431,218,213,140,65,75
D0302,7,94,New Delhi,Madhya Pradesh,Rural,Total,"1,212",669,543,129,77,52,296,162,134,229,131,98,274,144,130,249,138,111,35,17,18
D0302,7,94,New Delhi,Madhya Pradesh,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Madhya Pradesh,Rural,Urban,"1,212",669,543,129,77,52,296,162,134,229,131,98,274,144,130,249,138,111,35,17,18
D0302,7,94,New Delhi,Madhya Pradesh,Urban,Total,869,434,435,140,98,42,220,109,111,152,75,77,140,58,82,175,79,96,42,15,27
D0302,7,94,New Delhi,Madhya Pradesh,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Madhya Pradesh,Urban,Urban,869,434,435,140,98,42,220,109,111,152,75,77,140,58,82,175,79,96,42,15,27
D0302,7,94,New Delhi,Gujarat,Total,Total,454,226,228,43,21,22,194,106,88,90,39,51,57,29,28,49,22,27,21,9,12
D0302,7,94,New Delhi,Gujarat,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Gujarat,Total,Urban,454,226,228,43,21,22,194,106,88,90,39,51,57,29,28,49,22,27,21,9,12
D0302,7,94,New Delhi,Gujarat,Rural,Total,72,39,33,6,3,3,30,17,13,4,2,2,15,8,7,16,9,7,1,0,1
D0302,7,94,New Delhi,Gujarat,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Gujarat,Rural,Urban,72,39,33,6,3,3,30,17,13,4,2,2,15,8,7,16,9,7,1,0,1
D0302,7,94,New Delhi,Gujarat,Urban,Total,375,185,190,37,18,19,163,89,74,86,37,49,42,21,21,33,13,20,14,7,7
D0302,7,94,New Delhi,Gujarat,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Gujarat,Urban,Urban,375,185,190,37,18,19,163,89,74,86,37,49,42,21,21,33,13,20,14,7,7
D0302,7,94,New Delhi,Daman & Diu,Total,Total,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Total,Urban,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Rural,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Rural,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Urban,Total,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Daman & Diu,Urban,Urban,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Dadra & Nagar Haveli,Total,Total,5,3,2,0,0,0,2,2,0,1,0,1,2,1,1,0,0,0,0,0,0
D0302,7,94,New Delhi,Dadra & Nagar Haveli,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,94,New Delhi,Dadra & Nagar Haveli,Total,Urban,5,3,2,0,0,0,2,2,0,1,0,1,2,1,1,0,0,0,0,0,0
